pop1,pop2,prpshrd
69,75,0.2314177
69,76,0.2403937
69,78,0.2214691
70,71,0.1394123
70,72,0.2373173
70,73,0.2340636
70,74,0.2314847
70,75,0.2365507
70,76,0.2430654
70,78,0.1882189
71,72,0.239942
71,73,0.2288641
71,74,0.2364935
71,75,0.237536
71,76,0.2430411
71,78,0.2207911
72,73,0.1951838
72,74,0.2111709
72,75,0.2275229
72,76,0.2398226
72,78,0.2376979
73,74,0.2166427
73,75,0.2126007
73,76,0.2336537
73,78,0.2310435
74,75,0.2326264
74,76,0.2315007
74,78,0.2321094
75,76,0.2279419
75,78,0.2300835
76,78,0.2417025
